com_code,tcf_type,continent,area_code,area,item,unit,tcf
c03,tcf_shipping_weight,ASI,103,Iraq,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,105,Israel,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,108,Kazakhstan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,110,Japan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,112,Jordan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,113,Kyrgyzstan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,115,Cambodia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,116,Democratic People's Republic of Korea,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,117,Republic of Korea,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,118,Kuwait,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,120,Lao People's Democratic Republic,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,121,Lebanon,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,128,"China, Macao SAR",Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,131,Malaysia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,132,Maldives,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,141,Mongolia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,149,Nepal,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,164,Pacific Islands Trust Territory,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,165,Pakistan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,171,Philippines,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,176,Timor-Leste,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,179,Qatar,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,194,Saudi Arabia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,200,Singapore,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,208,Tajikistan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,212,Syrian Arab Republic,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,213,Turkmenistan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,214,"China, Taiwan Province of",Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,216,Thailand,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,221,Oman,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,225,United Arab Emirates,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,228,USSR,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,235,Uzbekistan,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,237,Viet Nam,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,249,Yemen,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ASI,299,Palestine,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,EUR,3,Albania,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,6,Andorra,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,11,Austria,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,15,Belgium-Luxembourg,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,27,Bulgaria,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,50,Cyprus,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,51,Czechoslovakia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,54,Denmark,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,57,Belarus,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,63,Estonia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,64,Faroe Islands,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,67,Finland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,68,France,Wood fuel,m3rw/tonne,1.555
c03,tcf_shipping_weight,EUR,79,Germany,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,80,Bosnia and Herzegovina,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,82,Gibraltar,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,84,Greece,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,85,Greenland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,94,Holy See,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,97,Hungary,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,98,Croatia,Wood fuel,m3rw/tonne,1
c03,tcf_shipping_weight,EUR,99,Iceland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,104,Ireland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,106,Italy,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,119,Latvia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,125,Liechtenstein,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,126,Lithuania,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,134,Malta,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,146,Republic of Moldova,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,150,Netherlands,Wood fuel,m3rw/tonne,1.10015
c03,tcf_shipping_weight,EUR,154,North Macedonia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,162,Norway,Wood fuel,m3rw/tonne,1.15942
c03,tcf_shipping_weight,EUR,167,Czechia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,173,Poland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,174,Portugal,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,183,Romania,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,185,Russian Federation,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,186,Serbia and Montenegro,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,192,San Marino,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,198,Slovenia,Wood fuel,m3rw/tonne,1.50626
c03,tcf_shipping_weight,EUR,199,Slovakia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,203,Spain,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,210,Sweden,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,211,Switzerland,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,223,Turkey,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,229,United Kingdom,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,230,Ukraine,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,248,Yugoslav SFR,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,255,Belgium,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,256,Luxembourg,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,272,Serbia,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,EUR,273,Montenegro,Wood fuel,m3rw/tonne,1.264166
c03,tcf_shipping_weight,LAM,8,Antigua and Barbuda,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,9,Argentina,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,12,Bahamas,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,14,Barbados,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,17,Bermuda,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,19,Bolivia (Plurinational State of),Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,21,Brazil,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,22,Aruba,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,23,Belize,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,36,Cayman Islands,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,40,Chile,Wood fuel,m3rw/tonne,1.74459
c03,tcf_shipping_weight,LAM,44,Colombia,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,48,Costa Rica,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,49,Cuba,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,55,Dominica,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,56,Dominican Republic,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,58,Ecuador,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,60,El Salvador,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,65,Falkland Islands (Malvinas),Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,69,French Guyana,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,86,Grenada,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,87,Guadeloupe,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,89,Guatemala,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,91,Guyana,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,93,Haiti,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,95,Honduras,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,109,Jamaica,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,135,Martinique,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,138,Mexico,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,142,Montserrat,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,151,Netherlands Antilles,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,157,Nicaragua,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,166,Panama,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,169,Paraguay,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,170,Peru,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,188,Saint Kitts and Nevis,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,189,Saint Lucia,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,191,Saint Vincent and the Grenadines,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,207,Suriname,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,220,Trinidad and Tobago,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,224,Turks and Caicos Islands,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,234,Uruguay,Wood fuel,m3rw/tonne,1.543753
c03,tcf_shipping_weight,LAM,236,Venezuela (Bolivarian Republic of),Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,239,British Virgin Islands,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,258,Anguilla,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,279,Curaçao,Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,LAM,281,Saint-Martin (French Part),Wood fuel,m3rw/tonne,1.6441715
c03,tcf_shipping_weight,NAM,33,Canada,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,NAM,190,Saint Pierre and Miquelon,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,NAM,231,United States of America,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,5,American Samoa,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,10,Australia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,25,Solomon Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,42,Christmas Island,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,43,Cocos (Keeling) Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,47,Cook Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,66,Fiji,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,70,French Polynesia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,71,French Southern and Antarctic Territories,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,83,Kiribati,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,88,Guam,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,127,Marshall Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,145,Micronesia (Federated States of),Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,148,Nauru,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,153,New Caledonia,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,155,Vanuatu,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,156,New Zealand,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,160,Niue,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,161,Norfolk Island,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,163,Northern Mariana Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,168,Papua New Guinea,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,172,Pitcairn Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,180,Palau,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,218,Tokelau,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,227,Tuvalu,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,242,Wake Island,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,243,Wallis and Futuna Islands,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,OCE,244,Samoa,Wood fuel,m3rw/tonne,1.45416875
c03,tcf_shipping_weight,ROW,999,RoW,Wood fuel,m3rw/tonne,1.45416875
c06,tcf_shipping_weight,AFR,4,Algeria,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,7,Angola,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,20,Botswana,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,29,Burundi,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,32,Cameroon,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,35,Cabo Verde,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,37,Central African Republic,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,39,Chad,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,45,Comoros,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,46,Congo,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,53,Benin,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,59,Egypt,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,61,Equatorial Guinea,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,72,Djibouti,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,74,Gabon,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,75,Gambia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,81,Ghana,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,90,Guinea,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,107,Cote d'Ivoire,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,114,Kenya,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,122,Lesotho,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,123,Liberia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,124,Libya,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,129,Madagascar,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,130,Malawi,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,133,Mali,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,136,Mauritania,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,137,Mauritius,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,143,Morocco,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,144,Mozambique,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,147,Namibia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,158,Niger,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,159,Nigeria,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,175,Guinea-Bissau,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,178,Eritrea,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,181,Zimbabwe,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,182,Reunion,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,184,Rwanda,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,187,"Saint Helena, Ascension and Tristan da Cunha",Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,193,Sao Tome and Principe,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,195,Senegal,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,196,Seychelles,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,197,Sierra Leone,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,201,Somalia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,202,South Africa,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,205,Western Sahara,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,209,Eswatini,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,215,United Republic of Tanzania,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,217,Togo,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,219,Tonga,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,222,Tunisia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,226,Uganda,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,233,Burkina Faso,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,238,Ethiopia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,250,Democratic Republic of the Congo,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,251,Zambia,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,270,Mayotte,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,276,Sudan,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,AFR,277,South Sudan,Veneer sheets,kg/m3,615.48880952381
c06,tcf_shipping_weight,ASI,1,Armenia,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,2,Afghanistan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,13,Bahrain,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,16,Bangladesh,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,18,Bhutan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,24,British Indian Ocean Territory,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,26,Brunei Darussalam,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,28,Myanmar,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,38,Sri Lanka,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,41,"China, mainland",Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,52,Azerbaijan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,73,Georgia,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,96,"China, Hong Kong SAR",Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,100,India,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,101,Indonesia,Veneer sheets,kg/m3,649.7
c06,tcf_shipping_weight,ASI,102,Iran (Islamic Republic of),Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,103,Iraq,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,105,Israel,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,108,Kazakhstan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,110,Japan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,112,Jordan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,113,Kyrgyzstan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,115,Cambodia,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,116,Democratic People's Republic of Korea,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,117,Republic of Korea,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,118,Kuwait,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,120,Lao People's Democratic Republic,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,121,Lebanon,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,128,"China, Macao SAR",Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,131,Malaysia,Veneer sheets,kg/m3,650
c06,tcf_shipping_weight,ASI,132,Maldives,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,141,Mongolia,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,149,Nepal,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,164,Pacific Islands Trust Territory,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,165,Pakistan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,171,Philippines,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,176,Timor-Leste,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,179,Qatar,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,194,Saudi Arabia,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,200,Singapore,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,208,Tajikistan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,212,Syrian Arab Republic,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,213,Turkmenistan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,214,"China, Taiwan Province of",Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,216,Thailand,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,221,Oman,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,225,United Arab Emirates,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,228,USSR,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,235,Uzbekistan,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,237,Viet Nam,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,249,Yemen,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,ASI,299,Palestine,Veneer sheets,kg/m3,649.85
c06,tcf_shipping_weight,EUR,3,Albania,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,6,Andorra,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,11,Austria,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,15,Belgium-Luxembourg,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,27,Bulgaria,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,50,Cyprus,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,51,Czechoslovakia,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,54,Denmark,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,57,Belarus,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,63,Estonia,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,64,Faroe Islands,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,67,Finland,Veneer sheets,kg/m3,578.5
c06,tcf_shipping_weight,EUR,68,France,Veneer sheets,kg/m3,550
c06,tcf_shipping_weight,EUR,79,Germany,Veneer sheets,kg/m3,613.071428571429
c06,tcf_shipping_weight,EUR,80,Bosnia and Herzegovina,Veneer sheets,kg/m3,613.071428571429
