continent,area_code,area,com_code,item,wood
AFR,250,Democratic Republic of the Congo,c10,OSB,88.6666666666667
AFR,251,Zambia,c10,OSB,88.6666666666667
AFR,270,Mayotte,c10,OSB,88.6666666666667
AFR,276,Sudan,c10,OSB,88.6666666666667
AFR,277,South Sudan,c10,OSB,88.6666666666667
ASI,1,Armenia,c10,OSB,90
ASI,2,Afghanistan,c10,OSB,90
ASI,13,Bahrain,c10,OSB,90
ASI,16,Bangladesh,c10,OSB,90
ASI,18,Bhutan,c10,OSB,90
ASI,24,British Indian Ocean Territory,c10,OSB,90
ASI,26,Brunei Darussalam,c10,OSB,90
ASI,28,Myanmar,c10,OSB,90
ASI,38,Sri Lanka,c10,OSB,90
ASI,41,"China, mainland",c10,OSB,90
ASI,52,Azerbaijan,c10,OSB,90
ASI,73,Georgia,c10,OSB,90
ASI,96,"China, Hong Kong SAR",c10,OSB,90
ASI,100,India,c10,OSB,90
ASI,101,Indonesia,c10,OSB,90
ASI,102,Iran (Islamic Republic of),c10,OSB,90
ASI,103,Iraq,c10,OSB,90
ASI,105,Israel,c10,OSB,90
ASI,108,Kazakhstan,c10,OSB,90
ASI,110,Japan,c10,OSB,90
ASI,112,Jordan,c10,OSB,90
ASI,113,Kyrgyzstan,c10,OSB,90
ASI,115,Cambodia,c10,OSB,90
ASI,116,Democratic People's Republic of Korea,c10,OSB,90
ASI,117,Republic of Korea,c10,OSB,90
ASI,118,Kuwait,c10,OSB,90
ASI,120,Lao People's Democratic Republic,c10,OSB,90
ASI,121,Lebanon,c10,OSB,90
ASI,128,"China, Macao SAR",c10,OSB,90
ASI,131,Malaysia,c10,OSB,90
ASI,132,Maldives,c10,OSB,90
ASI,141,Mongolia,c10,OSB,90
ASI,149,Nepal,c10,OSB,90
ASI,164,Pacific Islands Trust Territory,c10,OSB,90
ASI,165,Pakistan,c10,OSB,90
ASI,171,Philippines,c10,OSB,90
ASI,176,Timor-Leste,c10,OSB,90
ASI,179,Qatar,c10,OSB,90
ASI,185,Russian Federation,c10,OSB,90
ASI,194,Saudi Arabia,c10,OSB,90
ASI,200,Singapore,c10,OSB,90
ASI,208,Tajikistan,c10,OSB,90
ASI,212,Syrian Arab Republic,c10,OSB,90
ASI,213,Turkmenistan,c10,OSB,90
ASI,214,"China, Taiwan Province of",c10,OSB,90
ASI,216,Thailand,c10,OSB,90
ASI,221,Oman,c10,OSB,90
ASI,225,United Arab Emirates,c10,OSB,90
ASI,228,USSR,c10,OSB,90
ASI,235,Uzbekistan,c10,OSB,90
ASI,237,Viet Nam,c10,OSB,90
ASI,249,Yemen,c10,OSB,90
ASI,299,Palestine,c10,OSB,90
EUR,3,Albania,c10,OSB,86
EUR,6,Andorra,c10,OSB,86
EUR,11,Austria,c10,OSB,86
EUR,15,Belgium-Luxembourg,c10,OSB,86
EUR,27,Bulgaria,c10,OSB,86
EUR,50,Cyprus,c10,OSB,86
EUR,51,Czechoslovakia,c10,OSB,86
EUR,54,Denmark,c10,OSB,86
EUR,57,Belarus,c10,OSB,86
EUR,63,Estonia,c10,OSB,86
EUR,64,Faroe Islands,c10,OSB,86
EUR,67,Finland,c10,OSB,86
EUR,68,France,c10,OSB,88
EUR,79,Germany,c10,OSB,86
EUR,80,Bosnia and Herzegovina,c10,OSB,86
EUR,82,Gibraltar,c10,OSB,86
EUR,84,Greece,c10,OSB,86
EUR,85,Greenland,c10,OSB,86
EUR,94,Holy See,c10,OSB,86
EUR,97,Hungary,c10,OSB,86
EUR,98,Croatia,c10,OSB,86
EUR,99,Iceland,c10,OSB,86
EUR,104,Ireland,c10,OSB,90
EUR,106,Italy,c10,OSB,86
EUR,119,Latvia,c10,OSB,86
EUR,125,Liechtenstein,c10,OSB,86
EUR,126,Lithuania,c10,OSB,86
EUR,134,Malta,c10,OSB,86
EUR,146,Republic of Moldova,c10,OSB,86
EUR,150,Netherlands,c10,OSB,86
EUR,154,North Macedonia,c10,OSB,86
EUR,162,Norway,c10,OSB,86
EUR,167,Czechia,c10,OSB,86
EUR,173,Poland,c10,OSB,80
EUR,174,Portugal,c10,OSB,86
EUR,183,Romania,c10,OSB,86
EUR,186,Serbia and Montenegro,c10,OSB,86
EUR,192,San Marino,c10,OSB,86
EUR,198,Slovenia,c10,OSB,86
EUR,199,Slovakia,c10,OSB,86
EUR,203,Spain,c10,OSB,86
EUR,210,Sweden,c10,OSB,86
EUR,211,Switzerland,c10,OSB,86
EUR,223,Turkey,c10,OSB,86
EUR,229,United Kingdom,c10,OSB,86
EUR,230,Ukraine,c10,OSB,86
EUR,248,Yugoslav SFR,c10,OSB,86
EUR,255,Belgium,c10,OSB,86
EUR,256,Luxembourg,c10,OSB,86
EUR,272,Serbia,c10,OSB,86
EUR,273,Montenegro,c10,OSB,86
LAM,8,Antigua and Barbuda,c10,OSB,88.6666666666667
LAM,9,Argentina,c10,OSB,88.6666666666667
LAM,12,Bahamas,c10,OSB,88.6666666666667
LAM,14,Barbados,c10,OSB,88.6666666666667
LAM,17,Bermuda,c10,OSB,88.6666666666667
LAM,19,Bolivia (Plurinational State of),c10,OSB,88.6666666666667
LAM,21,Brazil,c10,OSB,88.6666666666667
LAM,22,Aruba,c10,OSB,88.6666666666667
LAM,23,Belize,c10,OSB,88.6666666666667
LAM,36,Cayman Islands,c10,OSB,88.6666666666667
LAM,40,Chile,c10,OSB,88.6666666666667
LAM,44,Colombia,c10,OSB,88.6666666666667
LAM,48,Costa Rica,c10,OSB,88.6666666666667
LAM,49,Cuba,c10,OSB,88.6666666666667
LAM,55,Dominica,c10,OSB,88.6666666666667
LAM,56,Dominican Republic,c10,OSB,88.6666666666667
LAM,58,Ecuador,c10,OSB,88.6666666666667
LAM,60,El Salvador,c10,OSB,88.6666666666667
LAM,65,Falkland Islands (Malvinas),c10,OSB,88.6666666666667
LAM,69,French Guyana,c10,OSB,88.6666666666667
LAM,86,Grenada,c10,OSB,88.6666666666667
LAM,87,Guadeloupe,c10,OSB,88.6666666666667
LAM,89,Guatemala,c10,OSB,88.6666666666667
LAM,91,Guyana,c10,OSB,88.6666666666667
LAM,93,Haiti,c10,OSB,88.6666666666667
LAM,95,Honduras,c10,OSB,88.6666666666667
LAM,109,Jamaica,c10,OSB,88.6666666666667
LAM,135,Martinique,c10,OSB,88.6666666666667
LAM,138,Mexico,c10,OSB,88.6666666666667
LAM,142,Montserrat,c10,OSB,88.6666666666667
LAM,151,Netherlands Antilles,c10,OSB,88.6666666666667
LAM,157,Nicaragua,c10,OSB,88.6666666666667
LAM,166,Panama,c10,OSB,88.6666666666667
LAM,169,Paraguay,c10,OSB,88.6666666666667
LAM,170,Peru,c10,OSB,88.6666666666667
LAM,188,Saint Kitts and Nevis,c10,OSB,88.6666666666667
LAM,189,Saint Lucia,c10,OSB,88.6666666666667
LAM,191,Saint Vincent and the Grenadines,c10,OSB,88.6666666666667
LAM,207,Suriname,c10,OSB,88.6666666666667
LAM,220,Trinidad and Tobago,c10,OSB,88.6666666666667
LAM,224,Turks and Caicos Islands,c10,OSB,88.6666666666667
LAM,234,Uruguay,c10,OSB,88.6666666666667
LAM,236,Venezuela (Bolivarian Republic of),c10,OSB,88.6666666666667
LAM,239,British Virgin Islands,c10,OSB,88.6666666666667
LAM,258,Anguilla,c10,OSB,88.6666666666667
LAM,279,Curaçao,c10,OSB,88.6666666666667
LAM,281,Saint-Martin (French Part),c10,OSB,88.6666666666667
NAM,33,Canada,c10,OSB,90
NAM,190,Saint Pierre and Miquelon,c10,OSB,90
NAM,231,United States of America,c10,OSB,90
OCE,5,American Samoa,c10,OSB,88.6666666666667
OCE,10,Australia,c10,OSB,88.6666666666667
OCE,25,Solomon Islands,c10,OSB,88.6666666666667
OCE,42,Christmas Island,c10,OSB,88.6666666666667
OCE,43,Cocos (Keeling) Islands,c10,OSB,88.6666666666667
OCE,47,Cook Islands,c10,OSB,88.6666666666667
OCE,66,Fiji,c10,OSB,88.6666666666667
OCE,70,French Polynesia,c10,OSB,88.6666666666667
OCE,71,French Southern and Antarctic Territories,c10,OSB,88.6666666666667
OCE,83,Kiribati,c10,OSB,88.6666666666667
OCE,88,Guam,c10,OSB,88.6666666666667
OCE,127,Marshall Islands,c10,OSB,88.6666666666667
OCE,145,Micronesia (Federated States of),c10,OSB,88.6666666666667
OCE,148,Nauru,c10,OSB,88.6666666666667
OCE,153,New Caledonia,c10,OSB,88.6666666666667
OCE,155,Vanuatu,c10,OSB,88.6666666666667
OCE,156,New Zealand,c10,OSB,88.6666666666667
OCE,160,Niue,c10,OSB,88.6666666666667
OCE,161,Norfolk Island,c10,OSB,88.6666666666667
OCE,163,Northern Mariana Islands,c10,OSB,88.6666666666667
OCE,168,Papua New Guinea,c10,OSB,88.6666666666667
OCE,172,Pitcairn Islands,c10,OSB,88.6666666666667
OCE,180,Palau,c10,OSB,88.6666666666667
OCE,218,Tokelau,c10,OSB,88.6666666666667
OCE,227,Tuvalu,c10,OSB,88.6666666666667
OCE,242,Wake Island,c10,OSB,88.6666666666667
OCE,243,Wallis and Futuna Islands,c10,OSB,88.6666666666667
OCE,244,Samoa,c10,OSB,88.6666666666667
ROW,999,RoW,c10,OSB,88.6666666666667
XXX,252,Unspecified Area,c10,OSB,88.6666666666667
XXX,254,Others (adjustment),c10,OSB,88.6666666666667
