area_code,area,com_code,item,wood,literature
144,Mozambique,c10,OSB,88.6666666666667,Own calculations
147,Namibia,c10,OSB,88.6666666666667,Own calculations
158,Niger,c10,OSB,88.6666666666667,Own calculations
159,Nigeria,c10,OSB,88.6666666666667,Own calculations
175,Guinea-Bissau,c10,OSB,88.6666666666667,Own calculations
178,Eritrea,c10,OSB,88.6666666666667,Own calculations
181,Zimbabwe,c10,OSB,88.6666666666667,Own calculations
182,Reunion,c10,OSB,88.6666666666667,Own calculations
184,Rwanda,c10,OSB,88.6666666666667,Own calculations
187,"Saint Helena, Ascension and Tristan da Cunha",c10,OSB,88.6666666666667,Own calculations
193,Sao Tome and Principe,c10,OSB,88.6666666666667,Own calculations
195,Senegal,c10,OSB,88.6666666666667,Own calculations
196,Seychelles,c10,OSB,88.6666666666667,Own calculations
197,Sierra Leone,c10,OSB,88.6666666666667,Own calculations
201,Somalia,c10,OSB,88.6666666666667,Own calculations
202,South Africa,c10,OSB,88.6666666666667,Own calculations
205,Western Sahara,c10,OSB,88.6666666666667,Own calculations
209,Eswatini,c10,OSB,88.6666666666667,Own calculations
215,United Republic of Tanzania,c10,OSB,88.6666666666667,Own calculations
217,Togo,c10,OSB,88.6666666666667,Own calculations
219,Tonga,c10,OSB,88.6666666666667,Own calculations
222,Tunisia,c10,OSB,88.6666666666667,Own calculations
226,Uganda,c10,OSB,88.6666666666667,Own calculations
233,Burkina Faso,c10,OSB,88.6666666666667,Own calculations
238,Ethiopia,c10,OSB,88.6666666666667,Own calculations
250,Democratic Republic of the Congo,c10,OSB,88.6666666666667,Own calculations
251,Zambia,c10,OSB,88.6666666666667,Own calculations
270,Mayotte,c10,OSB,88.6666666666667,Own calculations
276,Sudan,c10,OSB,88.6666666666667,Own calculations
277,South Sudan,c10,OSB,88.6666666666667,Own calculations
1,Armenia,c10,OSB,90,Own calculations
2,Afghanistan,c10,OSB,90,Own calculations
13,Bahrain,c10,OSB,90,Own calculations
16,Bangladesh,c10,OSB,90,Own calculations
18,Bhutan,c10,OSB,90,Own calculations
24,British Indian Ocean Territory,c10,OSB,90,Own calculations
26,Brunei Darussalam,c10,OSB,90,Own calculations
28,Myanmar,c10,OSB,90,Own calculations
38,Sri Lanka,c10,OSB,90,Own calculations
41,"China, mainland",c10,OSB,90,"FAO, ITTO and United Nations (2020)"
52,Azerbaijan,c10,OSB,90,Own calculations
73,Georgia,c10,OSB,90,Own calculations
96,"China, Hong Kong SAR",c10,OSB,90,Own calculations
100,India,c10,OSB,90,Own calculations
101,Indonesia,c10,OSB,90,"FAO, ITTO and United Nations (2020)"
102,Iran (Islamic Republic of),c10,OSB,90,Own calculations
103,Iraq,c10,OSB,90,Own calculations
105,Israel,c10,OSB,90,Own calculations
108,Kazakhstan,c10,OSB,90,Own calculations
110,Japan,c10,OSB,90,Own calculations
112,Jordan,c10,OSB,90,Own calculations
113,Kyrgyzstan,c10,OSB,90,Own calculations
115,Cambodia,c10,OSB,90,Own calculations
116,Democratic People's Republic of Korea,c10,OSB,90,Own calculations
117,Republic of Korea,c10,OSB,90,Own calculations
118,Kuwait,c10,OSB,90,Own calculations
120,Lao People's Democratic Republic,c10,OSB,90,Own calculations
121,Lebanon,c10,OSB,90,Own calculations
128,"China, Macao SAR",c10,OSB,90,Own calculations
131,Malaysia,c10,OSB,90,"FAO, ITTO and United Nations (2020)"
132,Maldives,c10,OSB,90,Own calculations
141,Mongolia,c10,OSB,90,Own calculations
149,Nepal,c10,OSB,90,Own calculations
164,Pacific Islands Trust Territory,c10,OSB,90,Own calculations
165,Pakistan,c10,OSB,90,Own calculations
171,Philippines,c10,OSB,90,Own calculations
176,Timor-Leste,c10,OSB,90,Own calculations
179,Qatar,c10,OSB,90,Own calculations
194,Saudi Arabia,c10,OSB,90,Own calculations
200,Singapore,c10,OSB,90,Own calculations
208,Tajikistan,c10,OSB,90,Own calculations
212,Syrian Arab Republic,c10,OSB,90,Own calculations
213,Turkmenistan,c10,OSB,90,Own calculations
214,"China, Taiwan Province of",c10,OSB,90,Own calculations
216,Thailand,c10,OSB,90,Own calculations
221,Oman,c10,OSB,90,Own calculations
225,United Arab Emirates,c10,OSB,90,Own calculations
228,USSR,c10,OSB,90,Own calculations
235,Uzbekistan,c10,OSB,90,Own calculations
237,Viet Nam,c10,OSB,90,Own calculations
249,Yemen,c10,OSB,90,Own calculations
299,Palestine,c10,OSB,90,Own calculations
3,Albania,c10,OSB,86,Own calculations
6,Andorra,c10,OSB,86,Own calculations
11,Austria,c10,OSB,86,Own calculations
15,Belgium-Luxembourg,c10,OSB,86,Own calculations
27,Bulgaria,c10,OSB,86,Own calculations
50,Cyprus,c10,OSB,86,Own calculations
51,Czechoslovakia,c10,OSB,86,Own calculations
54,Denmark,c10,OSB,86,Own calculations
57,Belarus,c10,OSB,86,Own calculations
63,Estonia,c10,OSB,86,Own calculations
64,Faroe Islands,c10,OSB,86,Own calculations
67,Finland,c10,OSB,86,Own calculations
68,France,c10,OSB,88,"FAO, ITTO and United Nations (2020)"
79,Germany,c10,OSB,86,Own calculations
80,Bosnia and Herzegovina,c10,OSB,86,Own calculations
82,Gibraltar,c10,OSB,86,Own calculations
84,Greece,c10,OSB,86,Own calculations
85,Greenland,c10,OSB,86,Own calculations
94,Holy See,c10,OSB,86,Own calculations
97,Hungary,c10,OSB,86,Own calculations
98,Croatia,c10,OSB,86,Own calculations
99,Iceland,c10,OSB,86,Own calculations
104,Ireland,c10,OSB,90,"FAO, ITTO and United Nations (2020)"
106,Italy,c10,OSB,86,Own calculations
119,Latvia,c10,OSB,86,Own calculations
125,Liechtenstein,c10,OSB,86,Own calculations
126,Lithuania,c10,OSB,86,Own calculations
134,Malta,c10,OSB,86,Own calculations
146,Republic of Moldova,c10,OSB,86,Own calculations
150,Netherlands,c10,OSB,86,Own calculations
154,North Macedonia,c10,OSB,86,Own calculations
162,Norway,c10,OSB,86,Own calculations
167,Czechia,c10,OSB,86,Own calculations
173,Poland,c10,OSB,80,"FAO, ITTO and United Nations (2020)"
174,Portugal,c10,OSB,86,Own calculations
183,Romania,c10,OSB,86,Own calculations
185,Russian Federation,c10,OSB,86,Own calculations
186,Serbia and Montenegro,c10,OSB,86,Own calculations
192,San Marino,c10,OSB,86,Own calculations
198,Slovenia,c10,OSB,86,Own calculations
199,Slovakia,c10,OSB,86,Own calculations
203,Spain,c10,OSB,86,Own calculations
210,Sweden,c10,OSB,86,Own calculations
211,Switzerland,c10,OSB,86,Own calculations
223,Turkey,c10,OSB,86,Own calculations
229,United Kingdom,c10,OSB,86,Own calculations
230,Ukraine,c10,OSB,86,Own calculations
248,Yugoslav SFR,c10,OSB,86,Own calculations
255,Belgium,c10,OSB,86,Own calculations
256,Luxembourg,c10,OSB,86,Own calculations
272,Serbia,c10,OSB,86,Own calculations
273,Montenegro,c10,OSB,86,Own calculations
8,Antigua and Barbuda,c10,OSB,88.6666666666667,Own calculations
9,Argentina,c10,OSB,88.6666666666667,Own calculations
12,Bahamas,c10,OSB,88.6666666666667,Own calculations
14,Barbados,c10,OSB,88.6666666666667,Own calculations
17,Bermuda,c10,OSB,88.6666666666667,Own calculations
19,Bolivia (Plurinational State of),c10,OSB,88.6666666666667,Own calculations
21,Brazil,c10,OSB,88.6666666666667,Own calculations
22,Aruba,c10,OSB,88.6666666666667,Own calculations
23,Belize,c10,OSB,88.6666666666667,Own calculations
36,Cayman Islands,c10,OSB,88.6666666666667,Own calculations
40,Chile,c10,OSB,88.6666666666667,Own calculations
44,Colombia,c10,OSB,88.6666666666667,Own calculations
48,Costa Rica,c10,OSB,88.6666666666667,Own calculations
49,Cuba,c10,OSB,88.6666666666667,Own calculations
55,Dominica,c10,OSB,88.6666666666667,Own calculations
56,Dominican Republic,c10,OSB,88.6666666666667,Own calculations
58,Ecuador,c10,OSB,88.6666666666667,Own calculations
60,El Salvador,c10,OSB,88.6666666666667,Own calculations
65,Falkland Islands (Malvinas),c10,OSB,88.6666666666667,Own calculations
69,French Guyana,c10,OSB,88.6666666666667,Own calculations
86,Grenada,c10,OSB,88.6666666666667,Own calculations
87,Guadeloupe,c10,OSB,88.6666666666667,Own calculations
89,Guatemala,c10,OSB,88.6666666666667,Own calculations
91,Guyana,c10,OSB,88.6666666666667,Own calculations
93,Haiti,c10,OSB,88.6666666666667,Own calculations
95,Honduras,c10,OSB,88.6666666666667,Own calculations
109,Jamaica,c10,OSB,88.6666666666667,Own calculations
135,Martinique,c10,OSB,88.6666666666667,Own calculations
138,Mexico,c10,OSB,88.6666666666667,Own calculations
142,Montserrat,c10,OSB,88.6666666666667,Own calculations
151,Netherlands Antilles,c10,OSB,88.6666666666667,Own calculations
157,Nicaragua,c10,OSB,88.6666666666667,Own calculations
166,Panama,c10,OSB,88.6666666666667,Own calculations
169,Paraguay,c10,OSB,88.6666666666667,Own calculations
170,Peru,c10,OSB,88.6666666666667,Own calculations
188,Saint Kitts and Nevis,c10,OSB,88.6666666666667,Own calculations
189,Saint Lucia,c10,OSB,88.6666666666667,Own calculations
191,Saint Vincent and the Grenadines,c10,OSB,88.6666666666667,Own calculations
207,Suriname,c10,OSB,88.6666666666667,Own calculations
220,Trinidad and Tobago,c10,OSB,88.6666666666667,Own calculations
224,Turks and Caicos Islands,c10,OSB,88.6666666666667,Own calculations
234,Uruguay,c10,OSB,88.6666666666667,Own calculations
236,Venezuela (Bolivarian Republic of),c10,OSB,88.6666666666667,Own calculations
239,British Virgin Islands,c10,OSB,88.6666666666667,Own calculations
258,Anguilla,c10,OSB,88.6666666666667,Own calculations
279,Curaçao,c10,OSB,88.6666666666667,Own calculations
281,Saint-Martin (French Part),c10,OSB,88.6666666666667,Own calculations
33,Canada,c10,OSB,90,Own calculations
190,Saint Pierre and Miquelon,c10,OSB,90,Own calculations
231,United States of America,c10,OSB,90,"FAO, ITTO and United Nations (2020)"
5,American Samoa,c10,OSB,88.6666666666667,Own calculations
10,Australia,c10,OSB,88.6666666666667,Own calculations
25,Solomon Islands,c10,OSB,88.6666666666667,Own calculations
42,Christmas Island,c10,OSB,88.6666666666667,Own calculations
43,Cocos (Keeling) Islands,c10,OSB,88.6666666666667,Own calculations
47,Cook Islands,c10,OSB,88.6666666666667,Own calculations
66,Fiji,c10,OSB,88.6666666666667,Own calculations
70,French Polynesia,c10,OSB,88.6666666666667,Own calculations
71,French Southern and Antarctic Territories,c10,OSB,88.6666666666667,Own calculations
83,Kiribati,c10,OSB,88.6666666666667,Own calculations
88,Guam,c10,OSB,88.6666666666667,Own calculations
127,Marshall Islands,c10,OSB,88.6666666666667,Own calculations
145,Micronesia (Federated States of),c10,OSB,88.6666666666667,Own calculations
148,Nauru,c10,OSB,88.6666666666667,Own calculations
153,New Caledonia,c10,OSB,88.6666666666667,Own calculations
155,Vanuatu,c10,OSB,88.6666666666667,Own calculations
156,New Zealand,c10,OSB,88.6666666666667,Own calculations
160,Niue,c10,OSB,88.6666666666667,Own calculations
161,Norfolk Island,c10,OSB,88.6666666666667,Own calculations
163,Northern Mariana Islands,c10,OSB,88.6666666666667,Own calculations
168,Papua New Guinea,c10,OSB,88.6666666666667,Own calculations
172,Pitcairn Islands,c10,OSB,88.6666666666667,Own calculations
180,Palau,c10,OSB,88.6666666666667,Own calculations
218,Tokelau,c10,OSB,88.6666666666667,Own calculations
227,Tuvalu,c10,OSB,88.6666666666667,Own calculations
242,Wake Island,c10,OSB,88.6666666666667,Own calculations
243,Wallis and Futuna Islands,c10,OSB,88.6666666666667,Own calculations
244,Samoa,c10,OSB,88.6666666666667,Own calculations
999,RoW,c10,OSB,88.6666666666667,Own calculations
252,Unspecified Area,c10,OSB,88.6666666666667,Own calculations
254,Others (adjustment),c10,OSB,88.6666666666667,Own calculations
